00201656273849,http://www.whatsapp.com,3,32683904,04:08:14,10
00201639485762,00201619283745,2,2,04:34:40,0
00201656273849,0020112556757,2,5,04:52:54,20
00201657483920,0020127453150,1,392,04:26:35,18
00201645372819,00201623948576,1,362,04:28:57,0
00201693847562,00201628374619,2,3,04:13:41,0
00201656273849,00201627384950,2,2,04:29:30,0
00201628374619,00201634592817,2,5,04:05:31,0
00201645372819,http://www.youtube.com,3,5675831,04:27:37,0
00201610293847,00201657483920,1,444,04:54:59,0
00201648592031,0020113486132,1,190,04:49:05,25
00201639485762,http://www.whatsapp.com,3,27933792,04:31:28,0
00201660495837,http://www.google.com,3,14330841,04:26:18,10
00201628374619,00201619283745,2,4,04:05:15,0
00201660495837,00201628374619,1,310,04:19:02,0
00201657483920,0020123325092,2,5,04:46:26,20
00201657483920,http://www.youtube.com,3,2311080,04:51:19,10
00201645372819,0020125909641,1,198,04:33:41,35
00201645372819,http://www.google.com,3,30083673,04:11:25,15
00201660495837,0020154018008,1,278,04:46:57,39
00201678192034,0020118765761,1,495,04:18:03,43
00201634592817,http://www.whatsapp.com,3,51120255,04:22:56,0
00201660495837,00201650394821,1,149,04:31:54,0
00201623948576,http://www.whatsapp.com,3,9530466,04:07:03,0
00201623948576,0020154539296,2,1,04:10:57,10
00201656273849,00201634592817,2,2,04:09:07,0
00201660495837,00201684759203,2,3,04:57:47,0
00201645372819,0020114896211,1,17,04:36:16,30
00201627384950,http://www.facebook.com,3,9445898,04:33:54,0
00201660495837,00201690485721,2,5,04:38:10,0
00201691827364,http://www.google.com,3,7278510,04:29:19,0
00201678192034,00201610293847,2,2,04:40:51,0
00201684759203,0020159037006,2,4,04:40:33,10
00201627384950,00201656273849,1,67,04:31:31,0
00201660495837,00201627384950,1,266,04:00:23,0
00201678192034,http://www.whatsapp.com,3,11720562,04:53:30,0
00201650394821,0020105272477,2,1,04:13:58,10
00201687162534,0020156860471,2,5,04:24:47,20
00201623948576,0020117134822,1,62,04:30:04,42
00201690485721,0020121386863,2,2,04:50:31,20
00201639485762,00201678192034,2,3,04:27:10,0
00201627384950,http://www.youtube.com,3,8059027,04:47:52,15
00201656273849,00201648592031,2,4,04:48:57,0
00201691827364,0020104776821,1,409,04:27:07,17
00201690485721,http://www.youtube.com,3,85189600,04:15:23,10
00201610293847,http://www.youtube.com,3,59329155,04:39:16,10
00201623948576,http://www.whatsapp.com,3,17897167,04:51:44,0
00201623948576,http://www.whatsapp.com,3,66580032,04:01:42,10
00201619283745,http://www.google.com,3,44805249,04:01:22,15
00201645372819,http://www.youtube.com,3,95132466,04:42:38,10
00201619283745,http://www.google.com,3,99962113,04:14:47,15
00201623948576,00201639485762,2,1,04:43:31,0
00201690485721,00201610293847,1,75,04:15:39,0
00201691827364,http://www.facebook.com,3,76403199,04:12:05,0
00201687162534,http://www.whatsapp.com,3,10531058,04:46:07,0
00201634592817,0020157361682,1,379,04:36:10,47
00201634592817,0020129605538,1,539,04:13:05,21
00201657483920,http://www.facebook.com,3,8423685,03:59:19,10
00201639485762,00201627384950,1,544,04:30:49,0
00201645372819,http://www.facebook.com,3,103207571,04:25:27,0
00201691827364,0020105350218,2,1,04:10:13,10
00201628374619,http://www.whatsapp.com,3,3924489,03:58:52,10
00201610293847,00201634592817,1,575,04:17:14,0
00201619283745,00201627384950,1,517,04:51:50,0
00201691827364,0020156530181,2,1,04:40:58,20
00201610293847,0020105456685,1,555,04:57:57,42
00201650394821,00201687162534,2,3,04:00:41,0
00201628374619,0020106497490,2,5,03:59:32,10
00201628374619,00201678192034,1,204,04:18:39,0
00201693847562,00201650394821,2,5,04:23:58,0
00201648592031,http://www.google.com,3,83701753,04:40:42,0
00201684759203,http://www.google.com,3,18722110,04:58:13,0
00201648592031,http://www.youtube.com,3,80977768,04:51:19,10
00201623948576,00201648592031,2,5,04:26:00,0
00201687162534,0020157738878,2,2,04:09:46,20
00201634592817,0020108084787,1,90,04:52:27,23
00201656273849,0020154999672,1,174,04:00:31,24
00201623948576,00201678192034,1,489,04:50:35,0
00201634592817,http://www.google.com,3,47872488,04:33:27,10
00201691827364,http://www.whatsapp.com,3,99940560,04:24:29,15
00201660495837,00201684759203,2,1,04:55:39,0
00201645372819,http://www.whatsapp.com,3,15102100,04:56:29,10
00201610293847,http://www.whatsapp.com,3,64230373,04:55:04,10
00201656273849,00201610293847,1,60,04:12:58,0
00201684759203,http://www.facebook.com,3,84438572,04:09:35,15
00201660495837,http://www.facebook.com,3,79293121,04:41:10,0
00201691827364,0020116836263,2,4,04:25:04,10
00201693847562,0020109610032,2,2,04:54:14,20
00201691827364,0020113735802,2,2,04:05:11,10
00201693847562,http://www.facebook.com,3,70279027,04:21:55,10
00201628374619,http://www.facebook.com,3,9241317,04:29:41,10
00201684759203,http://www.youtube.com,3,53242962,04:03:43,0
00201691827364,0020153614542,1,465,04:52:45,11
00201687162534,http://www.facebook.com,3,38542085,04:44:59,0
00201682736450,0020126265180,1,474,04:02:51,21
00201650394821,http://www.facebook.com,3,62899197,04:16:12,15
00201691827364,00201648592031,1,106,04:33:50,0
00201623948576,http://www.google.com,3,22574734,04:15:04,0
00201639485762,http://www.google.com,3,60955033,04:13:45,10
00201639485762,0020156854768,2,1,04:31:04,20
